CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JC111470,01/08/2019 04:49:00 PM,002XX N JEFFERSON ST,0890,THEFT,FROM BUILDING,OTHER,N,N,1214,42,06,1172285,1901827,41.886060615,-87.642784299,"(41.886060615, -87.642784299)"
JC106835,01/06/2019 12:57:00 PM,063XX S BISHOP ST,0560,ASSAULT,SIMPLE,STREET,Y,N,725,16,08A,1167753,1862701,41.778793876,-87.660551996,"(41.778793876, -87.660551996)"
JC105192,01/04/2019 11:50:00 PM,103XX S WENTWORTH AVE,0890,THEFT,FROM BUILDING,GAS STATION,N,N,512,34,06,1176774,1836565,41.706875037,-87.628265515,"(41.706875037, -87.628265515)"
JC111054,01/09/2019 08:50:00 PM,099XX S PRINCETON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,Y,Y,511,9,08A,1176045,1838866,41.713205653,-87.630866349,"(41.713205653, -87.630866349)"
JC112759,01/10/2019 08:00:00 PM,046XX S LA CROSSE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,N,N,814,22,05,1144806,1873421,41.808673149,-87.744409299,"(41.808673149, -87.744409299)"
JC106054,01/05/2019 05:35:00 PM,078XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,DRUG STORE,N,N,835,18,14,1161742,1852516,41.75097171,-87.682871235,"(41.75097171, -87.682871235)"
JC106320,01/05/2019 10:09:00 PM,038XX W LEXINGTON ST,0326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,N,N,1133,24,03,1151036,1896426,41.871682392,-87.720957118,"(41.871682392, -87.720957118)"
JC103947,01/04/2019 02:20:00 AM,064XX S LOWE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,723,20,08B,1173144,1862203,41.777309867,-87.640802922,"(41.777309867, -87.640802922)"
JC111776,01/10/2019 03:05:00 PM,061XX N LINCOLN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1711,50,06,1152908,1940938,41.993790014,-87.7129016,"(41.993790014, -87.7129016)"
JC110642,01/09/2019 01:30:00 PM,006XX N WELLS ST,0890,THEFT,FROM BUILDING,RESTAURANT,N,N,1832,42,06,1174621,1904610,41.89364542,-87.634122793,"(41.89364542, -87.634122793)"
JC113083,01/11/2019 03:00:00 PM,072XX N ROGERS AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,2424,49,26,1161233,1947926,42.012795696,-87.682083283,"(42.012795696, -87.682083283)"
JC110969,01/09/2019 07:20:00 PM,012XX N ASHLAND AVE,0560,ASSAULT,SIMPLE,OTHER,Y,N,1433,1,08A,1165497,1908455,41.904395517,-87.667522352,"(41.904395517, -87.667522352)"
JC114718,01/11/2019 06:00:00 AM,019XX S CHRISTIANA AVE,0890,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),N,N,1024,24,06,1154341,1890220,41.854587099,-87.708988774,"(41.854587099, -87.708988774)"
JC103900,01/04/2019 12:44:00 AM,012XX S UNION AVE,0460,BATTERY,SIMPLE,RESTAURANT,N,N,1232,11,08B,1171723,1894427,41.865766893,-87.645065982,"(41.865766893, -87.645065982)"
JC104472,01/04/2019 05:00:00 AM,007XX W 71ST ST,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,N,N,732,6,06,1172949,1857806,41.765248289,-87.641647426,"(41.765248289, -87.641647426)"
JC109997,01/09/2019 01:15:00 AM,047XX S WOOD ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,931,15,14,1165146,1873287,41.807898736,-87.66980994,"(41.807898736, -87.66980994)"
JC106414,01/05/2019 10:06:00 PM,036XX W 26TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,Y,N,1013,22,15,1152367,1886480,41.844363245,-87.71633286,"(41.844363245, -87.71633286)"
JC105653,01/05/2019 12:20:00 PM,065XX S HERMITAGE AVE,0454,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE,Y,N,725,15,08B,1165794,1861322,41.775051555,-87.667772981,"(41.775051555, -87.667772981)"
JC104727,01/04/2019 03:30:00 PM,049XX W MELROSE ST,2851,PUBLIC PEACE VIOLATION,ARSON THREAT,ALLEY,N,N,1634,31,26,1142942,1921156,41.939698873,-87.750056387,"(41.939698873, -87.750056387)"
JC106367,01/05/2019 10:45:00 PM,058XX N KENMORE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2022,48,08B,1168188,1938960,41.9880448,-87.656753124,"(41.9880448, -87.656753124)"
JC109407,01/08/2019 09:30:00 AM,034XX N NARRAGANSETT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1633,36,14,1133082,1922395,41.943277205,-87.786266387,"(41.943277205, -87.786266387)"
JC112428,01/11/2019 02:14:00 AM,065XX S CALIFORNIA AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,831,17,08B,1158838,1861128,41.774664088,-87.693278174,"(41.774664088, -87.693278174)"
JC107954,01/07/2019 12:30:00 PM,053XX W LEXINGTON ST,0340,ROBBERY,ATTEMPT: STRONGARM-NO WEAPON,GOVERNMENT BUILDING/PROPERTY,N,N,1522,29,03,1141004,1896112,41.871011224,-87.757796773,"(41.871011224, -87.757796773)"
JC106404,01/04/2019 07:22:00 PM,008XX W LAKESIDE PL,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,N,N,1914,46,11,1169681,1931754,41.968238866,-87.651472764,"(41.968238866, -87.651472764)"
JC104097,01/04/2019 07:15:00 AM,031XX W 84TH ST,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,N,N,835,18,06,1156889,1848734,41.740692591,-87.700757046,"(41.740692591, -87.700757046)"
JC107907,01/07/2019 12:40:00 PM,038XX S HALSTED ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,N,N,915,11,14,1171603,1879256,41.824139024,-87.645952265,"(41.824139024, -87.645952265)"
JC105790,01/04/2019 05:32:00 PM,113XX S ELIZABETH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,Y,2234,34,26,1170030,1829341,41.687200099,-87.653170816,"(41.687200099, -87.653170816)"
JC105772,01/05/2019 01:27:00 PM,002XX N MAYFIELD AVE,1822,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENTIAL YARD (FRONT/BACK),Y,N,1512,29,18,1137120,1901041,41.884607642,-87.771938195,"(41.884607642, -87.771938195)"
JC105648,01/05/2019 05:19:00 AM,049XX S DORCHESTER AVE,0890,THEFT,FROM BUILDING,APARTMENT,N,Y,222,4,06,1186394,1872494,41.805246101,-87.591903697,"(41.805246101, -87.591903697)"
JC111278,01/10/2019 04:55:00 AM,057XX S COTTAGE GROVE AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,N,N,233,20,14,1182556,1867223,41.790872026,-87.606143261,"(41.790872026, -87.606143261)"
JC106287,01/05/2019 09:36:00 PM,090XX S ABERDEEN ST,031A,ROBBERY,ARMED: HANDGUN,RESIDENCE,N,N,2222,21,03,1170574,1844815,41.729651321,-87.650730252,"(41.729651321, -87.650730252)"
JC112089,01/10/2019 06:00:00 PM,015XX N CLYBOURN AVE,0810,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),N,N,1822,27,06,1171167,1910123,41.908849952,-87.646645976,"(41.908849952, -87.646645976)"
JC108788,01/08/2019 03:47:00 AM,039XX N MOZART ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,N,N,1733,33,15,1156677,1926145,41.953121474,-87.699440264,"(41.953121474, -87.699440264)"
JC108697,01/07/2019 11:29:00 PM,003XX N FRANCISCO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,Y,Y,1222,27,14,1156998,1902126,41.887204946,-87.698913448,"(41.887204946, -87.698913448)"
JC113465,01/11/2019 07:57:00 PM,067XX S WINCHESTER AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,N,N,726,16,05,1164520,1859905,41.771190078,-87.67248322,"(41.771190078, -87.67248322)"
JC105167,01/04/2019 10:25:00 PM,021XX E 69TH ST,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENTIAL YARD (FRONT/BACK),N,N,331,5,04B,1191843,1859641,41.769845874,-87.572336607,"(41.769845874, -87.572336607)"
JC108745,01/07/2019 10:00:00 PM,077XX N HASKINS AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,CTA GARAGE / OTHER PROPERTY,N,N,2422,49,14,1163173,1951318,42.022062685,-87.67484904,"(42.022062685, -87.67484904)"
JC109249,01/05/2019 09:00:00 PM,068XX N HIAWATHA AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1621,41,06,1136124,1945007,42.005272749,-87.774543187,"(42.005272749, -87.774543187)"
JC111200,01/10/2019 01:18:00 AM,014XX W MARQUETTE RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,725,16,08B,1168055,1860321,41.772256368,-87.659513205,"(41.772256368, -87.659513205)"
JC106638,01/06/2019 08:50:00 AM,024XX N FRANCISCO AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,1414,35,08B,1156635,1915926,41.925080681,-87.699872251,"(41.925080681, -87.699872251)"
JC105092,01/04/2019 10:01:00 PM,003XX S STATE ST,141C,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,CTA PLATFORM,Y,N,113,4,15,1176426,1898827,41.877735998,-87.627668373,"(41.877735998, -87.627668373)"
JC113660,01/11/2019 11:30:00 PM,008XX W 63RD ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,712,16,08B,1171956,1863081,41.779745372,-87.645132349,"(41.779745372, -87.645132349)"
JC113331,01/11/2019 05:30:00 PM,004XX E 83RD ST,0560,ASSAULT,SIMPLE,STREET,Y,N,631,6,08A,1180965,1850073,41.743847456,-87.612504038,"(41.743847456, -87.612504038)"
JC107423,01/06/2019 11:30:00 PM,020XX W JACKSON BLVD,1340,CRIMINAL DAMAGE,TO STATE SUP PROP,CHA APARTMENT,N,N,1225,27,14,1162659,1898621,41.877470199,-87.678222877,"(41.877470199, -87.678222877)"
JC105241,01/04/2019 07:30:00 AM,128XX S EGGLESTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,523,9,05,1175607,1819548,41.660203901,-87.633045563,"(41.660203901, -87.633045563)"
JC105937,01/05/2019 04:15:00 PM,117XX S VINCENNES AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,Y,2212,34,14,1165467,1826973,41.680799541,-87.669942159,"(41.680799541, -87.669942159)"
JC114789,01/11/2019 10:40:00 PM,050XX S ARCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,N,N,815,14,14,1149671,1870730,41.801195779,-87.72663496,"(41.801195779, -87.72663496)"
JC113576,01/11/2019 09:00:00 AM,070XX S CHAPPEL AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,RESIDENCE,N,N,331,5,15,1191099,1858571,41.766927742,-87.575098316,"(41.766927742, -87.575098316)"
JC110321,01/09/2019 11:30:00 AM,098XX S HALSTED ST,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,Y,N,2223,34,26,1172709,1839741,41.715680818,-87.643058205,"(41.715680818, -87.643058205)"
JC112457,01/11/2019 04:00:00 AM,009XX W WEBSTER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,N,N,1812,43,14,1169495,1914812,41.921753392,-87.652651365,"(41.921753392, -87.652651365)"
JC107286,01/06/2019 08:32:00 PM,0000X E 68TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,322,6,26,1178094,1859950,41.771016576,-87.622724617,"(41.771016576, -87.622724617)"
JC103909,01/04/2019 01:00:00 AM,085XX W CATALPA AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,N,N,1614,41,26,1118279,1935411,41.979241094,-87.840401024,"(41.979241094, -87.840401024)"
JC111526,01/07/2019 10:30:00 AM,021XX W BERTEAU AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,1911,47,08B,1161294,1927868,41.957754513,-87.682419731,"(41.957754513, -87.682419731)"
JC107112,01/06/2019 05:15:00 PM,041XX N MONTICELLO AVE,0460,BATTERY,SIMPLE,STREET,N,N,1723,35,08B,1151320,1927173,41.95604942,-87.719105998,"(41.95604942, -87.719105998)"
JC117989,01/07/2019 09:00:00 AM,079XX S MARQUETTE AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,APARTMENT,N,N,422,7,20,1195557,1852875,41.751188501,-87.558946234,"(41.751188501, -87.558946234)"
JC110874,01/09/2019 04:45:00 PM,077XX S TRUMBULL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,835,18,26,1154724,1853021,41.752500229,-87.708575442,"(41.752500229, -87.708575442)"
JC112885,01/11/2019 06:44:00 AM,047XX W LAKE ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,Y,N,1113,28,15,1144619,1901792,41.886530554,-87.74438154,"(41.886530554, -87.74438154)"
JC113548,01/11/2019 10:05:00 PM,027XX W 25TH ST,0498,BATTERY,AGGRAVATED DOMESTIC BATTERY: HANDS/FIST/FEET SERIOUS INJURY,CHA APARTMENT,N,N,1034,24,04B,1158588,1887295,41.846474784,-87.693480445,"(41.846474784, -87.693480445)"
JC112254,01/10/2019 08:46:00 PM,007XX E 62ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,313,20,14,1182066,1864058,41.78219834,-87.608037855,"(41.78219834, -87.608037855)"
JC109085,01/08/2019 10:46:00 AM,051XX W LAKE ST,031A,ROBBERY,ARMED: HANDGUN,OTHER,N,N,1532,28,03,1141935,1901992,41.887129505,-87.754233027,"(41.887129505, -87.754233027)"
JC109773,01/08/2019 07:22:00 PM,026XX N HAMLIN AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2524,31,05,1150599,1917366,41.929152384,-87.722013702,"(41.929152384, -87.722013702)"
JC117794,01/11/2019 09:00:00 AM,040XX W LAWRENCE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,N,N,1722,39,11,1148675,1931595,41.968235322,-87.728715018,"(41.968235322, -87.728715018)"
JC109936,01/08/2019 10:26:00 PM,077XX S DR MARTIN LUTHER KING JR DR,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,Y,Y,623,6,08B,1180248,1853717,41.753863454,-87.6150197,"(41.753863454, -87.6150197)"
JC107741,01/07/2019 10:42:00 AM,016XX W WABANSIA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,1433,32,14,1165213,1911385,41.912441678,-87.668482136,"(41.912441678, -87.668482136)"
JC111840,01/10/2019 09:00:00 AM,003XX S PEORIA ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE-GARAGE,N,N,1232,25,07,1170465,1898655,41.877396422,-87.649560503,"(41.877396422, -87.649560503)"
JC103951,01/04/2019 02:25:00 AM,004XX W OHARE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL/MOTEL,N,N,1654,41,08B,1100995,1934684,41.977501441,-87.903979727,"(41.977501441, -87.903979727)"
JC112550,01/10/2019 12:00:00 PM,097XX S CARPENTER ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,Y,2223,34,26,1171032,1840331,41.717336596,-87.649183015,"(41.717336596, -87.649183015)"
JC110973,01/09/2019 07:15:00 PM,001XX N STATE ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,111,42,06,1176352,1900927,41.883500187,-87.627876698,"(41.883500187, -87.627876698)"
JC117719,01/01/2019 08:00:00 AM,054XX N WOLCOTT AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,FACTORY/MANUFACTURING BUILDING,N,N,2012,40,10,1162826,1936353,41.981005643,-87.676548458,"(41.981005643, -87.676548458)"
JC113120,01/11/2019 09:00:00 AM,044XX W WALTON ST,5000,OTHER OFFENSE,OTHER CRIME AGAINST PERSON,APARTMENT,N,Y,1111,37,26,1146570,1905956,41.897920066,-87.73711065,"(41.897920066, -87.73711065)"
JC107796,01/05/2019 03:00:00 PM,051XX W BERTEAU AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1624,45,06,1141174,1927435,41.956961864,-87.756399061,"(41.956961864, -87.756399061)"
JC108486,01/07/2019 06:15:00 AM,052XX S LOOMIS BLVD,031A,ROBBERY,ARMED: HANDGUN,STREET,N,N,934,20,03,1167883,1870105,41.799108546,-87.659862782,"(41.799108546, -87.659862782)"
JC107566,01/07/2019 07:04:00 AM,0000X W TERMINAL ST,1335,CRIMINAL TRESPASS,TO AIRPORT,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,Y,N,1652,41,26,1100726,1934289,41.9764212,-87.904976266,"(41.9764212, -87.904976266)"
JC111289,01/07/2019 09:00:00 AM,012XX S WESTERN AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,OTHER,N,N,1023,28,14,1160567,1894402,41.865936425,-87.686020959,"(41.865936425, -87.686020959)"
JC114981,01/11/2019 10:00:00 AM,058XX W ALTGELD ST,1752,OFFENSE INVOLVING CHILDREN,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,N,Y,2515,30,20,1137204,1916026,41.925726795,-87.771269176,"(41.925726795, -87.771269176)"
JC112421,01/11/2019 02:07:00 AM,074XX S DR MARTIN LUTHER KING JR DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,323,6,14,1180196,1855770,41.759498301,-87.615147453,"(41.759498301, -87.615147453)"
JC112210,01/10/2019 07:50:00 PM,002XX W 102ND ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,511,9,24,1176660,1837313,41.708930215,-87.628660564,"(41.708930215, -87.628660564)"
JC110629,01/06/2019 04:00:00 PM,011XX S CLARK ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,SMALL RETAIL STORE,N,N,123,4,11,1175696,1895352,41.86821682,-87.6304532,"(41.86821682, -87.6304532)"
JC109925,01/08/2019 10:21:00 PM,073XX N SHERIDAN RD,0460,BATTERY,SIMPLE,CTA BUS,N,N,2423,49,08B,1165915,1948868,42.015281523,-87.664828827,"(42.015281523, -87.664828827)"
JC109926,01/08/2019 10:00:00 PM,015XX S CHRISTIANA AVE,2027,NARCOTICS,POSS: CRACK,ALLEY,Y,N,1021,24,18,1154285,1892195,41.860007841,-87.709141619,"(41.860007841, -87.709141619)"
JC105312,01/05/2019 04:20:00 AM,004XX S DAMEN AVE,0320,ROBBERY,STRONGARM - NO WEAPON,CTA STATION,N,N,1225,27,03,1163135,1897829,41.875286899,-87.67649739,"(41.875286899, -87.67649739)"
JC105320,01/05/2019 04:22:00 AM,004XX W 75TH ST,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,N,N,621,6,07,1174699,1855202,41.758063808,-87.635310616,"(41.758063808, -87.635310616)"
JC111016,01/09/2019 08:00:00 PM,073XX S YATES BLVD,0496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,Y,Y,334,7,04B,1193478,1856775,41.761941503,-87.566437188,"(41.761941503, -87.566437188)"
JC106346,01/05/2019 10:20:00 PM,068XX S DORCHESTER AVE,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,"VEHICLE - OTHER RIDE SHARE SERVICE (E.G., UBER, LYFT)",N,N,321,5,04B,1186716,1860033,41.771044503,-87.591117282,"(41.771044503, -87.591117282)"
JC107072,01/06/2019 02:30:00 PM,0000X W RANDOLPH ST,0810,THEFT,OVER $500,STREET,N,N,111,42,06,1176135,1901285,41.884487451,-87.628662734,"(41.884487451, -87.628662734)"
JC113434,01/11/2019 07:24:00 PM,007XX N LECLAIRE AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,1531,37,24,1142217,1904620,41.894335824,-87.753132173,"(41.894335824, -87.753132173)"
JC106494,01/06/2019 01:30:00 AM,048XX W WEST END AVE,0650,BURGLARY,HOME INVASION,APARTMENT,N,N,1532,28,05,1143906,1900541,41.883111059,-87.747031272,"(41.883111059, -87.747031272)"
JC104861,01/04/2019 05:31:00 PM,004XX E 87TH ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESTAURANT,N,N,632,6,11,1180546,1847395,41.736508334,-87.614121283,"(41.736508334, -87.614121283)"
JC106566,01/06/2019 03:00:00 AM,001XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1224,27,08B,1167746,1899558,41.879933331,-87.659517843,"(41.879933331, -87.659517843)"
JC105951,01/05/2019 04:21:00 PM,036XX W GRAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,1112,27,18,1152073,1907615,41.902365801,-87.716854733,"(41.902365801, -87.716854733)"
JC106617,01/06/2019 07:30:00 AM,005XX W LAKE ST,0860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,121,42,06,1172491,1901698,41.885702079,-87.642031644,"(41.885702079, -87.642031644)"
JC106768,01/06/2019 10:15:00 AM,013XX S KEELER AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,APARTMENT,N,N,1011,24,04B,1148596,1893516,41.863744423,-87.729990498,"(41.863744423, -87.729990498)"
JC110682,01/09/2019 04:00:00 PM,060XX S FAIRFIELD AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,N,825,16,08A,1159080,1864409,41.783662672,-87.692301373,"(41.783662672, -87.692301373)"
JC110115,01/05/2019 03:00:00 PM,013XX N DEARBORN ST,0820,THEFT,$500 AND UNDER,RESIDENCE,N,N,1824,2,06,1175687,1909311,41.906521291,-87.630066251,"(41.906521291, -87.630066251)"
JC106510,01/06/2019 02:40:00 AM,021XX N CICERO AVE,031A,ROBBERY,ARMED: HANDGUN,STREET,N,N,2522,36,03,1144050,1913615,41.918984872,-87.746173905,"(41.918984872, -87.746173905)"
JC109482,01/08/2019 09:00:00 AM,011XX N SPRINGFIELD AVE,0460,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,N,1112,37,08B,1150177,1907317,41.901585237,-87.723826867,"(41.901585237, -87.723826867)"
JC113051,01/10/2019 12:00:00 AM,083XX S MARSHFIELD AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,614,21,06,1166796,1849335,41.742136251,-87.664441452,"(41.742136251, -87.664441452)"
JC105002,01/04/2019 08:30:00 PM,081XX S COTTAGE GROVE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Y,Y,631,8,14,1182974,1851131,41.746704306,-87.605110156,"(41.746704306, -87.605110156)"
JC108647,01/07/2019 09:52:00 PM,054XX S HERMITAGE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,932,16,08A,1165603,1868719,41.79535391,-87.668263417,"(41.79535391, -87.668263417)"
JC111206,01/10/2019 01:27:00 AM,010XX N LAMON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,1531,37,08B,1143501,1906649,41.899879709,-87.748365563,"(41.899879709, -87.748365563)"
JC104057,01/04/2019 08:15:00 AM,053XX N BROADWAY,0860,THEFT,RETAIL THEFT,STREET,N,N,2023,48,06,1167347,1935654,41.978991238,-87.659941972,"(41.978991238, -87.659941972)"
JC109967,01/08/2019 12:00:00 PM,078XX S STEWART AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,621,17,14,1174982,1853062,41.752185083,-87.634337177,"(41.752185083, -87.634337177)"
JC106844,01/06/2019 12:10:00 PM,132XX S FORRESTVILLE AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,STREET,Y,N,533,9,04A,1182321,1817693,41.65496118,-87.608534028,"(41.65496118, -87.608534028)"
JC107820,01/06/2019 02:15:00 PM,003XX N WOLCOTT AVE,0810,THEFT,OVER $500,STREET,N,N,1223,27,06,1163676,1902460,41.88798337,-87.6743805,"(41.88798337, -87.6743805)"
JC111858,01/10/2019 03:42:00 PM,014XX W 63RD ST,0460,BATTERY,SIMPLE,STREET,Y,N,713,16,08B,1167635,1862965,41.779520857,-87.660977026,"(41.779520857, -87.660977026)"
JC108877,01/08/2019 12:00:00 AM,056XX S HONORE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,715,15,14,1164981,1867302,41.79147867,-87.670584368,"(41.79147867, -87.670584368)"
JC109381,01/04/2019 06:10:00 PM,003XX S DEARBORN ST,0460,BATTERY,SIMPLE,CTA STATION,N,N,113,4,08B,1175986,1898799,41.87766908,-87.629284766,"(41.87766908, -87.629284766)"
JC108321,01/06/2019 08:04:00 PM,115XX S LA SALLE ST,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,N,N,522,34,04A,1177331,1828239,41.684014753,-87.626476016,"(41.684014753, -87.626476016)"
JC108160,01/07/2019 03:00:00 PM,006XX W ROOSEVELT RD,0890,THEFT,FROM BUILDING,DEPARTMENT STORE,N,N,124,11,06,1172336,1894958,41.867210487,-87.64279996,"(41.867210487, -87.64279996)"
JC110006,01/09/2019 01:43:00 AM,041XX W WABANSIA AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,N,N,2534,26,26,1148341,1910973,41.911653267,-87.730476379,"(41.911653267, -87.730476379)"
JC106328,01/04/2019 11:00:00 PM,083XX S KERFOOT AVE,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VEHICLE NON-COMMERCIAL,N,Y,622,21,26,1173127,1849471,41.742372071,-87.641240761,"(41.742372071, -87.641240761)"
JC109628,01/08/2019 02:00:00 PM,071XX S RIDGELAND AVE,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,APARTMENT,N,N,324,7,11,1189101,1858091,41.765658681,-87.582437025,"(41.765658681, -87.582437025)"
JC108135,01/07/2019 01:15:00 PM,0000X S CLINTON ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,N,N,121,42,11,1172741,1899992,41.881015177,-87.64116413,"(41.881015177, -87.64116413)"
JC107783,01/06/2019 07:20:00 PM,102XX W ZEMKE RD,0930,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,AIRPORT VENDING ESTABLISHMENT,N,N,1654,41,07,1106955,1941060,41.994913946,-87.881937669,"(41.994913946, -87.881937669)"
JC106061,01/05/2019 06:04:00 PM,030XX W PETERSON AVE,1330,CRIMINAL TRESPASS,TO LAND,CONVENIENCE STORE,N,N,2011,40,26,1155071,1939722,41.990409975,-87.704977986,"(41.990409975, -87.704977986)"
JC107880,01/04/2019 02:30:00 PM,091XX S SOUTH CHICAGO AVE,0810,THEFT,OVER $500,CHA PARKING LOT/GROUNDS,N,N,423,7,06,1196948,1844748,41.728852906,-87.554118677,"(41.728852906, -87.554118677)"
